min,mean,max,learning_rate,inertia,ff,opt,sp
[-9.54368925],[ 3.47007702],[ 5.1787652],0.012649110640673518,0.040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 3.50210848],[ 5.17876538],0.012649110640673518,0.071131176401556917,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 3.50669588],[ 5.17876451],0.012649110640673518,0.12649110640673517,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 3.52183678],[ 5.17876333],0.012649110640673518,0.22493653007613965,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 3.55470647],[ 5.17876247],0.012649110640673518,0.40000000000000002,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 3.79928503],[ 5.17876771],0.022493653007613964,0.0,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 3.79645549],[ 5.17876767],0.022493653007613964,0.0040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 3.79423937],[ 5.17876764],0.022493653007613964,0.007113117640155691,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 3.79026869],[ 5.17876757],0.022493653007613964,0.012649110640673518,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 3.783115],[ 5.17876742],0.022493653007613964,0.022493653007613964,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 3.77010904],[ 5.17876707],0.022493653007613964,0.040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 3.83566448],[ 5.17876736],0.022493653007613964,0.071131176401556917,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 3.87483624],[ 5.17876727],0.022493653007613964,0.12649110640673517,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 3.87460196],[ 5.17876645],0.022493653007613964,0.22493653007613965,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 4.13580264],[ 5.17876785],0.022493653007613964,0.40000000000000002,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 4.83400153],[ 5.17876789],0.040000000000000001,0.0,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 4.83370737],[ 5.17876787],0.040000000000000001,0.0040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 4.85377723],[ 5.17876794],0.040000000000000001,0.007113117640155691,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 4.8533458],[ 5.17876792],0.040000000000000001,0.012649110640673518,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 4.85249709],[ 5.17876791],0.040000000000000001,0.022493653007613964,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 4.85073895],[ 5.17876792],0.040000000000000001,0.040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 4.55184891],[ 5.17876786],0.040000000000000001,0.071131176401556917,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 4.97177071],[ 5.17876791],0.040000000000000001,0.12649110640673517,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 4.81908993],[ 5.17665096],0.040000000000000001,0.22493653007613965,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 3.05366964],[ 5.13102432],0.040000000000000001,0.40000000000000002,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 2.75921433],[ 5.13181752],0.071131176401556917,0.0,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 2.74005712],[ 5.13663965],0.071131176401556917,0.0040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 2.72390816],[ 5.14006889],0.071131176401556917,0.007113117640155691,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 2.69673176],[ 5.14538599],0.071131176401556917,0.012649110640673518,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 2.65046778],[ 5.1520672],0.071131176401556917,0.022493653007613964,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 2.55666813],[ 5.15798627],0.071131176401556917,0.040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 2.4344682],[ 5.16040876],0.071131176401556917,0.071131176401556917,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 2.01665876],[ 5.04952005],0.071131176401556917,0.12649110640673517,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 1.73238192],[ 4.65021154],0.071131176401556917,0.22493653007613965,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 1.38696556],[ 3.49916192],0.071131176401556917,0.40000000000000002,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 4.49740546],[ 11.55920598],0.12649110640673517,0.0,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 4.16849617],[ 5.52023938],0.12649110640673517,0.0040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 4.17389983],[ 9.72754532],0.12649110640673517,0.007113117640155691,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 3.70950278],[ 8.61065104],0.12649110640673517,0.012649110640673518,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 3.84014033],[ 11.06203513],0.12649110640673517,0.022493653007613964,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 4.68525327],[ 11.93741299],0.12649110640673517,0.040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 4.05494519],[ 12.10153108],0.12649110640673517,0.071131176401556917,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 4.5730693],[ 12.17123614],0.12649110640673517,0.12649110640673517,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 3.89867083],[ 5.33104593],0.12649110640673517,0.22493653007613965,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 3.42459699],[ 5.11307274],0.12649110640673517,0.40000000000000002,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[-0.14488775],[ 1.42425411],0.22493653007613965,0.0,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[-0.14593147],[ 1.42425411],0.22493653007613965,0.0040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[-0.1466643],[ 1.42425411],0.22493653007613965,0.007113117640155691,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[-0.14772561],[ 1.42425411],0.22493653007613965,0.012649110640673518,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[-0.14841479],[ 1.42425411],0.22493653007613965,0.022493653007613964,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[-0.13745798],[ 1.42425411],0.22493653007613965,0.040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 0.27718726],[ 4.51033761],0.22493653007613965,0.071131176401556917,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[-0.17483206],[ 1.42425411],0.22493653007613965,0.12649110640673517,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 1.03305428],[ 9.8442037],0.22493653007613965,0.22493653007613965,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 2.23409046],[ 7.8126187],0.22493653007613965,0.40000000000000002,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ -2.31665597e-06],[ 7.76570311],0.40000000000000002,0.0,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ -2.73071421e-06],[ 7.76570311],0.40000000000000002,0.0040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ -3.11212131e-06],[ 7.76570311],0.40000000000000002,0.007113117640155691,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ -3.94630438e-06],[ 7.76570311],0.40000000000000002,0.012649110640673518,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ -6.08873718e-06],[ 7.76570311],0.40000000000000002,0.022493653007613964,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ -1.48687396e-05],[ 7.76570311],0.40000000000000002,0.040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ -8.02402071e-05],[ 7.76570311],0.40000000000000002,0.071131176401556917,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[-0.00048643],[ 7.76570311],0.40000000000000002,0.12649110640673517,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[-0.002188],[ 7.76570311],0.40000000000000002,0.22493653007613965,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 1.49211732],[ 10.72182841],0.40000000000000002,0.40000000000000002,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-3.95046391],[-3.95046391],[-3.95046391],0.0,0.0,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[-3.95046391],[-3.95046391],0.0,0.0040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[-3.95046391],[-3.95046391],0.0,0.007113117640155691,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[-3.95046391],[-3.95046391],0.0,0.012649110640673518,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[-3.95046391],[-3.95046391],0.0,0.022493653007613964,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[-3.95046391],[-3.95046391],0.0,0.040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[-3.95046391],[-3.95046391],0.0,0.071131176401556917,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[-3.95046391],[-3.95046391],0.0,0.12649110640673517,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[-3.95046391],[-3.95046391],0.0,0.22493653007613965,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[-3.95046391],[-3.95046391],0.0,0.40000000000000002,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 4.14976283],[ 5.17819963],0.0040000000000000001,0.0,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 4.14582972],[ 5.1781792],0.0040000000000000001,0.0040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 4.14276532],[ 5.17816293],0.0040000000000000001,0.007113117640155691,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 4.13730882],[ 5.17813318],0.0040000000000000001,0.012649110640673518,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 4.12758345],[ 5.17807762],0.0040000000000000001,0.022493653007613964,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 4.11022075],[ 5.17797004],0.0040000000000000001,0.040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 4.07913964],[ 5.17774886],0.0040000000000000001,0.071131176401556917,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 4.02327358],[ 5.17724879],0.0040000000000000001,0.12649110640673517,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 3.92231239],[ 5.17594768],0.0040000000000000001,0.22493653007613965,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 3.73886777],[ 5.17185256],0.0040000000000000001,0.40000000000000002,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 4.55698951],[ 5.17876134],0.007113117640155691,0.0,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 4.55458017],[ 5.17876093],0.007113117640155691,0.0040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 4.55270132],[ 5.1787606],0.007113117640155691,0.007113117640155691,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 4.54935226],[ 5.17875998],0.007113117640155691,0.012649110640673518,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 4.54337193],[ 5.17875876],0.007113117640155691,0.022493653007613964,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 4.54804412],[ 5.17875935],0.007113117640155691,0.040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 4.54432982],[ 5.17875826],0.007113117640155691,0.071131176401556917,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 4.54067209],[ 5.17875697],0.007113117640155691,0.12649110640673517,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 4.53915334],[ 5.17875624],0.007113117640155691,0.22493653007613965,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 4.43973961],[ 5.17870881],0.007113117640155691,0.40000000000000002,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 4.70178881],[ 5.17876586],0.012649110640673518,0.0,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 4.69983088],[ 5.17876568],0.012649110640673518,0.0040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 4.69830085],[ 5.17876554],0.012649110640673518,0.007113117640155691,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 4.69556669],[ 5.17876527],0.012649110640673518,0.012649110640673518,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 4.71018711],[ 5.1787662],0.012649110640673518,0.022493653007613964,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 4.70169235],[ 5.17876551],0.012649110640673518,0.040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 4.70515582],[ 5.17876559],0.012649110640673518,0.071131176401556917,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 4.69618012],[ 5.17876461],0.012649110640673518,0.12649110640673517,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 4.6993755],[ 5.17876494],0.012649110640673518,0.22493653007613965,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 4.6636505],[ 5.17876169],0.012649110640673518,0.40000000000000002,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 4.88206175],[ 5.17876775],0.022493653007613964,0.0,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 4.88089531],[ 5.17876772],0.022493653007613964,0.0040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 4.87997455],[ 5.17876768],0.022493653007613964,0.007113117640155691,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 4.87830941],[ 5.17876762],0.022493653007613964,0.012649110640673518,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 4.87526143],[ 5.17876748],0.022493653007613964,0.022493653007613964,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 4.86957139],[ 5.17876713],0.022493653007613964,0.040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 4.87996733],[ 5.17876738],0.022493653007613964,0.071131176401556917,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 4.87941626],[ 5.17876723],0.022493653007613964,0.12649110640673517,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 4.87642399],[ 5.17876724],0.022493653007613964,0.22493653007613965,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 4.96796793],[ 5.1787679],0.022493653007613964,0.40000000000000002,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 5.13303342],[ 5.1787679],0.040000000000000001,0.0,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 5.13570414],[ 5.17876793],0.040000000000000001,0.0040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 5.13589047],[ 5.17876789],0.040000000000000001,0.007113117640155691,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 5.1383097],[ 5.17876791],0.040000000000000001,0.012649110640673518,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 5.14231597],[ 5.17876792],0.040000000000000001,0.022493653007613964,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 5.14808279],[ 5.17876792],0.040000000000000001,0.040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 5.15650585],[ 5.17876791],0.040000000000000001,0.071131176401556917,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 5.15612293],[ 5.17862383],0.040000000000000001,0.12649110640673517,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 4.58359791],[ 5.04796386],0.040000000000000001,0.22493653007613965,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 2.82647539],[ 4.5019077],0.040000000000000001,0.40000000000000002,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 2.67623288],[ 4.62723728],0.071131176401556917,0.0,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 2.64724632],[ 4.64946388],0.071131176401556917,0.0040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 2.62790255],[ 4.6479427],0.071131176401556917,0.007113117640155691,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 2.59576961],[ 4.6370576],0.071131176401556917,0.012649110640673518,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 2.53987512],[ 4.61948223],0.071131176401556917,0.022493653007613964,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 2.44105031],[ 4.59099439],0.071131176401556917,0.040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 2.27462695],[ 4.65895405],0.071131176401556917,0.071131176401556917,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 2.05987398],[ 4.81625527],0.071131176401556917,0.12649110640673517,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 1.89903835],[ 5.10860421],0.071131176401556917,0.22493653007613965,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 1.38928632],[ 4.87521657],0.071131176401556917,0.40000000000000002,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 4.96600206],[ 11.12064106],0.12649110640673517,0.0,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 5.54283864],[ 12.12487031],0.12649110640673517,0.0040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 4.82718062],[ 12.14255404],0.12649110640673517,0.007113117640155691,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 4.18985993],[ 11.18973888],0.12649110640673517,0.012649110640673518,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 4.48603869],[ 11.41462287],0.12649110640673517,0.022493653007613964,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 5.00207863],[ 12.17243868],0.12649110640673517,0.040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 4.89260569],[ 11.17626045],0.12649110640673517,0.071131176401556917,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 4.43551145],[ 11.61641066],0.12649110640673517,0.12649110640673517,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-5.8886272],[ 3.72880896],[ 7.98466208],0.12649110640673517,0.22493653007613965,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 5.64918026],[ 11.64389363],0.12649110640673517,0.40000000000000002,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 1.58860154],[ 9.6270981],0.22493653007613965,0.0,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 1.00963864],[ 9.76110027],0.22493653007613965,0.0040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 0.99808614],[ 9.86131317],0.22493653007613965,0.007113117640155691,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
[-3.95046391],[ 0.88058725],[ 10.03017383],0.22493653007613965,0.012649110640673518,Plateau3D,SteepestDescent,[ 0.21111111 -1.05555556]
